ID,Title,Author,Date,Votes,Tags
24303,Option to Disable Autoload and Autoplay of HTML5 Videos,,2018-01-31T18:54:02.090Z,120,SETTINGS:VIDEO:IN PROGRESS:PLAYBACK,35,7827
25836,Option to Open New Tabs in Background as Default,,2018-03-12T23:19:12.195Z,115,SETTINGS:NEW TAB:BACKGROUND:PIPELINE,77,12983
24801,Export/Import for User Settings,,2018-02-07T08:01:11.396Z,55,SETTINGS:IMPORT:EXPORT,15,3449
25257,Add Protocol Handler to Settings,,2018-02-20T06:47:21.166Z,48,SETTINGS,13,3314
24180,Browse Buttons in Settings,,2018-01-31T09:44:32.879Z,46,SETTINGS:DOWNLOADS:IN PROGRESS:SCREEN CAPTURE:HOME PAGE,11,1524
30435,Sync More Features,,2018-09-27T06:08:47.866Z,47,SETTINGS:SHORTCUTS:SYNC:IN PROGRESS:HISTORY,12,1269
24926,Tab Bar Below Address Bar,,2018-02-10T19:52:26.720Z,40,ADDRESS BAR:TAB BAR,24,3767
24314,Quick Preferences Menu as in Opera 12.18,,2018-01-31T19:40:34.764Z,37,SETTINGS:MENUS,6,1399
24313,Open Download Manager in a separate tab,,2018-01-31T19:38:57.500Z,33,DOWNLOADS:TAB,8,1360
24138,Show Current Version on Updates Tab,,2018-01-31T09:28:58.019Z,25,,2,678
32575,Option to Disable Mouse Gestures for Certain URLs,,2018-11-27T15:44:52.444Z,25,SETTINGS:MOUSE GESTURES,11,651
24143,Transparency for Speed Dial Thumbnails and Folders,,2018-01-31T09:32:34.979Z,22,,10,1632
24265,Customize Rocker Gestures,,2018-01-31T13:23:30.173Z,21,CUSTOMIZE:MOUSE GESTURES,10,1614
25211,Consolidate Settings in a Single Place,,2018-02-18T18:50:06.322Z,20,SETTINGS,4,707
24202,Sort Commands for Mouse Gestures Alphabetically,,2018-01-31T10:01:14.586Z,20,SETTINGS:GUI,3,510
30358,Make it easier to find which values have been changed from defaults,,2018-09-26T10:48:07.050Z,18,SETTINGS,2,293
27561,Allow Selecting Text in Settings,,2018-05-21T22:11:09.261Z,17,SETTINGS:SELECTION,4,769
26273,Option not to Open Explorer after Screen Capture,,2018-03-28T11:51:44.992Z,16,SETTINGS:SCREENSHOT:SCREEN CAPTURE,8,1067
27145,Option to Modify the Tab Width,,2018-05-03T05:32:59.394Z,16,SETTINGS:TAB BAR,9,1964
27494,Option to Clear Download History on Exit,,2018-05-18T22:01:28.579Z,14,SETTINGS:PRIVACYPOLICY,10,2575
29344,Path to the Current Background Image,,2018-08-12T20:34:30.883Z,14,SETTINGS:IMAGE:BACKGROUND,2,626
28799,Overwrite Existing Shortcut (with Confirmation),,2018-07-19T21:23:12.370Z,12,SETTINGS:SHORTCUTS:OVERWRITE,2,387
24183,Import / Export vivaldi://flags,,2018-01-31T09:45:37.102Z,13,SETTINGS:IMPORT:EXPORT,2,637
37293,Local storage of sync data,,2019-05-12T07:02:42.490Z,13,SYNC,10,348
40624,Stop redirecting `chrome://` URLs to `vivaldi://`,,2019-09-19T21:36:06.908Z,13,,9,278
31936,Button "Sync Now",,2018-11-04T00:29:57.978Z,12,SETTINGS:SYNC,4,570
33771,Load Images Settings and Preferences,,2019-01-11T19:17:44.967Z,12,SETTINGS:IMAGE,6,498
32047,Desktop / Mobile View,,2018-11-08T08:51:52.213Z,12,SETTINGS,4,489
24206,Settings Dialogue Should Remember its Active Tab,,2018-01-31T10:05:10.562Z,11,SETTINGS,3,531
32098,Advanced and New User Modes,,2018-11-09T18:43:19.036Z,10,SETTINGS:NEW USER,14,817
32190,Check for Updates in Settings  Updates,,2018-11-13T18:38:14.087Z,10,,6,1020
32710,Send a Popup or Notification if Sync Fails,,2018-12-04T13:10:22.281Z,9,SETTINGS:SYNC:NOTIFICATIONS,1,270
36303,Download always save as  skip the save/save as/open confirmation dialog,,2019-04-06T01:17:05.234Z,10,DOWNLOADS,2,290
36767,Customize anything from context menu,,2019-04-23T10:01:16.754Z,10,SETTINGS:CONTEXT MENU,3,336
38616,Throw Away New Cookies When This Session Ends,,2019-07-03T11:48:09.932Z,10,SETTINGS:PRIVACY:COOKIES,7,261
39517,Option for font rendering similar to Firefox and original Edge on Windows,,2019-08-20T08:48:55.309Z,10,FONTS,4,123
28768,Autofill Option under Privacy (Vivaldi settings),,2018-07-18T21:52:04.920Z,9,SETTINGS:PRIVACY:AUTOFILL,3,703
26150,Improve Help/Info/Detail on Settings,,2018-03-24T09:58:58.632Z,9,SETTINGS:HELP:DOCUMENTATION,18,1917
30070,Allow cookies storage per site within Vivaldi's interface,,2018-09-15T08:49:52.611Z,9,SETTINGS:COOKIES,3,474
42188,Option to change number of tabs shown in Closed Tabs menu,,2019-11-15T13:50:48.830Z,9,,2,67
30627,Clarify Meaning of "Use Tab Zoom",,2018-09-29T10:49:38.137Z,8,SETTINGS:TAB ZOOM,1,307
32955,Better Auto Scroll Speed,,2018-12-11T21:54:37.540Z,7,SCROLLING:SCROLL WHEEL,2,361
34205,Block global and/or site-specific sending a Referrer,,2019-01-30T07:54:21.787Z,8,PRIVACY,4,369
28951,In Settings Search Engines add a [DEFAULT] Label,,2018-07-25T02:16:20.034Z,8,SEARCH ENGINES,1,271
36511,Disable hyperlink auditing by default,,2019-04-12T14:14:31.520Z,8,PRIVACY,3,456
38291,Change the fallback DNS from Google,,2019-06-21T04:29:37.792Z,8,DNS,6,435
27481,Per-site Preferred Language,,2018-05-18T03:57:52.617Z,7,SETTINGS:LANGUAGE,1,476
27465,Inform user of Tab Mute Setting,,2018-05-17T11:01:37.102Z,7,TABS:SETTINGS:MUTE,1,521
29799,Checkerboard behind transparent image in url?,,2018-09-05T05:38:20.836Z,7,SETTINGS:IMAGE:BACKGROUND:TRANSPARENT,5,627
24554,Refine Settings UX and hierarchy / toggle sections,,2018-02-02T12:48:59.224Z,7,SETTINGS:GUI,8,1217
34324,Don't Hide Close Tab Button,,2019-02-05T08:57:14.988Z,7,SETTINGS:BUTTON:CLOSE TABS,6,386
34770,Remember Page Actions (Filters) for a domain,,2019-02-18T15:34:28.429Z,7,PAGE ACTIONS,3,275
43170,Backspace shortcut should be disabled by default,,2019-12-31T17:37:15.744Z,7,,18,108
44017,security: add the ability to disable engagement tracking,,2020-02-08T11:39:55.992Z,7,,13,60
25865,New Tab Position Setting: After Active Tab in Order Clicked,,2018-03-13T21:06:48.016Z,6,SETTINGS:NEW TAB:POSITION,8,1185
25251,Import Search Engines from Opera and Chrome,,2018-02-19T23:22:03.237Z,6,SETTINGS:SEARCH ENGINES:IMPORT,1,800
30882,Search in Settings Dialogue Should Find Hidden Items,,2018-10-05T05:24:25.675Z,6,SETTINGS:SEARCH,1,276
33052,Flexible keybindings and command management,,2018-12-14T13:58:47.348Z,5,SETTINGS:SHORTCUTS,4,325
33527,Add a Command to Scroll by a User-defined Number of Lines,,2019-01-01T12:22:16.186Z,6,SETTINGS:SHORTCUTS:MOUSE GESTURES:SCROLLING:SMOOTHSCROLLING,23,1781
33788,Option to Automatically Change Tab Bar Position,,2019-01-13T00:56:41.374Z,6,SETTINGS:TAB BAR:VERTICAL:POSITION,2,284
28950,Dynamically Resize the Search Engines List,,2018-07-25T02:12:48.557Z,6,SEARCH ENGINES,1,222
38682,Cache Location,,2019-07-06T20:23:29.140Z,6,SETTINGS:CACHE,3,217
41117,Reload Vivaldi Button,,2019-10-03T11:30:03.107Z,6,,24,295
42826,Decouple language spell check from Accept-Language,,2019-12-18T16:04:26.231Z,6,,2,46
45006,Add Extra Cookie Deleting Functionality,,2020-03-18T01:05:35.607Z,6,,4,58
27424,Increase the Range for Default Zoom,,2018-05-15T18:21:43.659Z,5,SETTINGS:ZOOM:WEBPAGES,3,573
29461,Add Option to Configure Sync,,2018-08-19T07:10:39.078Z,5,SETTINGS:SYNC,6,607
31373,Automatic Reader View,,2018-10-18T09:57:17.515Z,5,SETTINGS:READER VIEW,1,338
11063,Cycle Tabs with Ctrl+Tab and Arrow Keys,,2016-09-17T03:40:45.000Z,4,SETTINGS:SHORTCUTS:TAB CYCLING,8,1066
33318,Adjust font size/family for notes independently of UI,,2018-12-21T21:29:23.749Z,4,GUI:NOTES:FONT SIZE,3,305
36301,Media Keyboard Keys Compatibility,,2019-04-05T23:15:18.995Z,5,SHORTCUTS:KEYBOARD:MEDIA KEYS,10,416
37738,Keyboard shortcuts for enabling/disabling extension.,,2019-05-28T20:46:36.231Z,5,SETTINGS:EXTENSION:SHORTCUTS:KEYBOARD:TOGGLE,5,216
38493,Better hints for gesture recording,,2019-06-27T08:54:48.027Z,4,MOUSE GESTURES,2,110
39190,Switch profiles from Quick Commands,,2019-08-01T20:49:16.158Z,5,QUICK COMMANDS:PROFILES,1,72
42638,Privacy Settings: Do not report to Google by default,,2019-12-10T12:03:27.211Z,5,,1,43
45003,Reload tab when protection level is changed via shield icon,,2020-03-17T22:24:40.131Z,5,,2,36
28050,Settings Reset to Defaults,,2018-06-16T13:53:07.214Z,4,SETTINGS:DEFAULT SETTING,2,479
27606,Add Whitelist to Settings  Privacy,,2018-05-23T19:48:47.555Z,4,SETTINGS:PRIVACY:COOKIES,4,1219
24543,Keyboard Settings Should Default to Collapsed,,2018-02-02T11:47:51.752Z,4,SETTINGS:SHORTCUTS:GUI,1,406
29458,Option to Disable Site Data Local Storage,,2018-08-19T02:42:50.480Z,4,SETTINGS:LOCAL STORAGE,1,415
31151,Separate Typed History from History,,2018-10-12T11:44:22.362Z,4,SETTINGS:BROWSER HISTORY:TYPED HISTORY,1,257
32461,Add "Save link as..." Mouse Gesture and Hotkey,,2018-11-23T09:19:04.434Z,4,SETTINGS:SHORTCUTS:MOUSE GESTURES,2,365
33553,Add a Command for Override Scroll is Pan,,2019-01-02T20:08:13.714Z,4,SETTINGS:SHORTCUTS:MOUSE GESTURES:SCROLLING,3,419
33983,Option to Autohide the Tab Bar for a Single Tab,,2019-01-21T11:12:08.410Z,4,SETTINGS:TAB BAR:AUTO-HIDE,1,197
34206,Block global/site-specific Redirects,,2019-01-30T07:56:59.197Z,4,SETTINGS:SITE SETTINGS:REDIRECTION,1,215
34663,Keyboard Shortcuts for Page Actions (e.g. Filter Invert),,2019-02-14T20:58:31.004Z,4,SETTINGS:SHORTCUTS:PAGE ACTIONS,5,340
35810,Hide search engine in context menu,,2019-03-26T19:23:37.076Z,3,SETTINGS:SEARCH ENGINES:CONTEXT MENU,3,254
36097,Paste as plain text by default,,2019-04-01T17:10:08.098Z,4,SHORTCUTS:PASTE,6,234
36221,Allow to place status bar on top,,2019-04-04T09:48:44.257Z,4,STATUS BAR,12,573
28952,Vertically Stack the UI for Editing a Search Engine,,2018-07-25T02:20:16.597Z,4,SEARCH ENGINES,1,212
28834,Sort search engines alphabetically once by name or by nickname...,,2018-07-21T00:59:24.140Z,4,,5,578
36923,Global dark mode with invert filter?,,2019-04-30T15:51:44.427Z,4,PAGE ACTIONS:DARK,2,233
37670,Customize the number of lines that are scrolled...,,2019-05-25T19:48:10.550Z,4,SETTINGS:SCROLLING:SCROLL WHEEL,4,197
42485,Sync: separate download and upload options,,2019-12-02T14:45:55.585Z,4,,1,37
34108,Clear Browser History on Exit,,2019-01-25T11:18:37.651Z,4,SETTINGS:PRIVACY,32,1604
28198,Bookmark Bar Show/Hide Multi Options (as in Chrome),,2018-06-24T18:06:01.506Z,3,SETTINGS:BOOKMARKS BAR,7,949
27484,Setting to Disable Javascript "copy" Event,,2018-05-18T10:20:58.963Z,3,SETTINGS:JAVASCRIPT,8,1168
24331,OK/Cancel buttons in Settings window,,2018-01-31T20:43:14.301Z,3,SETTINGS:GUI,4,507
29631,Add Built-in 3rd Password Manager Support,,2018-08-27T09:54:32.669Z,3,SETTINGS:PASSWORDS,1,415
30921,Personal Note of Any Item in the Settings Dialogue,,2018-10-06T01:56:43.824Z,3,SETTINGS:NOTES,8,420
22904,Keyboard Shortcut to Clear All Closed Tabs in the Window Panel,,2017-12-07T03:45:57.240Z,3,SETTINGS:SHORTCUTS:CLOSED TABS:CLEAR,3,1157
31808,Option to Remove Search Engine from Quick Commands,,2018-10-30T09:17:53.010Z,3,SETTINGS:SEARCH ENGINES:QUICK COMMANDS,3,413
32066,Option for Notification that Download has Started,,2018-11-08T15:54:17.643Z,3,SETTINGS:DOWNLOADS:NOTIFICATIONS,12,890
32367,Option to Disable Middle Mouse Button Autoscrolling,,2018-11-20T03:56:02.080Z,3,SETTINGS:MIDDLE-CLICK,2,804
32441,Adapt Settings to user GPU to avoid Hardware Acceleration Issues,,2018-11-22T12:55:46.843Z,3,SETTINGS:WEBPAGES,1,260
32848,Option to Always Reuse Active Tab,,2018-12-08T19:18:50.267Z,3,SETTINGS:LINKS:ACTIVE TABS,2,317
33500,Option to Never Save History,,2018-12-30T20:23:30.596Z,2,SETTINGS:HISTORY,3,384
33704,Disable zoom with button or shortcut.,,2019-01-09T05:02:55.910Z,3,SETTINGS:ZOOM,2,203
34216,Option to Disable Closing Tab on Middle-click,,2019-01-30T22:43:33.016Z,3,SETTINGS:CLOSE TABS:MIDDLE-CLICK,3,230
34478,Option to Auto Expand New Tab Stacks in the Window Panel,,2019-02-08T16:05:12.879Z,2,SETTINGS:TAB STACKS,2,243
34546,Remember last used "Save Webpage As" format selected,,2019-02-11T10:49:03.262Z,3,SETTINGS:SAVING FILES,1,153
34768,Vivaldi Search Engines: allow to use %s as is (without html conversion),,2019-02-18T15:26:46.891Z,3,SEARCH ENGINES,4,234
35504,Disable thumbnail reload in Start Page,,2019-03-15T13:52:16.408Z,3,START PAGE:KEYBOARD,1,175
35906,Open "Search with" in Background Tab by holding a key,,2019-03-28T06:45:03.641Z,3,SHORTCUTS:SEARCH:KEYBOARD,1,171
36026,keyboard shortcuts warning,,2019-03-30T15:37:14.092Z,3,SETTINGS:SHORTCUTS:KEYBOARD,4,183
37681,Filter by domain for saved webpage passwords.,,2019-05-26T06:37:41.663Z,3,SETTINGS:PASSWORD:FILTERS:PASSWORD MANAGER,3,156
37857,Show favicon in Windows taskbar,,2019-06-03T10:43:09.624Z,3,WINDOWS:FAVICONS:TASKBAR,2,206
38116,Language switching without requiring restart,,2019-06-13T17:29:25.726Z,3,,4,161
38912,Allow to change (few) settings for guest profile,,2019-07-18T19:15:11.325Z,3,,1,88
39501,Select which UI animations to disable,,2019-08-19T11:36:20.016Z,3,LOADING:ANIMATIONS:FAVICON,1,37
39787,Move Chromium settings to Vivaldi's settings,,2019-08-30T21:50:27.360Z,3,UI DESIGN:CHROMIUM,1,54
39833,Allow making a "Person" the default,,2019-09-01T18:51:47.700Z,3,PROFILES,1,32
42316,Auto copy selected text in clipboard,,2019-11-22T12:26:26.717Z,3,,6,81
42815,SpellChecker in Settings {to add more languages},,2019-12-18T11:04:44.697Z,3,,2,30
