ID,Title,Author,Date,Votes,Tags,Posts,Views
25289,Multi-Account Containers,VENIX,2018-02-20T23:46:55.244Z,353,PRIVACY:COOKIES:NICE TO HAVE,187,23963
24240,Save Opened files in Temporary Folder,Christian.Rauch,2018-01-31T11:10:59.845Z,221,DOWNLOADS:SAVING FILES,97,6790
24238,Master Password Protected Mode to Protect your Profile,awking,2018-01-31T11:09:35.034Z,199,PRIVACY:PASSWORD:PROFILE:MASTERPASSWORD:WILL NOT DO,67,5623
24238,Master Password Protected Mode to Protect your Profile,awking,2018-01-31T11:09:35.034Z,199,PRIVACY:PASSWORD:PROFILE:MASTERPASSWORD:WILL NOT DO,67,5623
24141,Support for MIME Types,Pesala,2018-01-31T09:30:45.384Z,191,NICE TO HAVE,29,4475
24478,Sync saved sessions,ROTFL,2018-02-01T22:53:24.887Z,152,SYNC:SESSIONS,52,3433
29761,Synchronization of entire history,ROTFL,2018-09-03T10:24:33.190Z,126,SYNC:HISTORY,54,2917
24116,RegEx Support for "Find in Page",solidsnake,2018-01-31T08:37:07.538Z,126,FIND IN PAGE:REGEX:NICE TO HAVE,24,2717
24127,Download Manager,Pesala,2018-01-31T09:20:41.797Z,124,DOWNLOADS:DOWNLOADMANAGER:PIPELINE,21,4429
24248,Option to delete items from disk inside the download panel,krabbel,2018-01-31T11:37:55.472Z,115,DOWNLOADS:DELETE:PIPELINE,27,3213
24235,Better Cookie Management,luetage,2018-01-31T11:05:08.804Z,110,COOKIES:PIPELINE,22,5360
24174,Option to detect mobile touch icons instead of thumbnails,LonM,2018-01-31T09:42:03.293Z,109,SPEED DIAL:ICONS:IN PROGRESS,15,1566
24136,List Existing Sessions on Save Session,Pesala,2018-01-31T09:28:01.462Z,107,SESSIONS,14,2332
31658,TrackPad/TouchPad Gestures for History Navigation,chriscochrun,2018-10-26T02:33:14.442Z,101,MOUSE:GESTURE:NAVIGATION,61,6355
25222,User Agent Spoofing,Pesala,2018-02-19T10:32:34.685Z,98,USER AGENT:SITE SETTINGS:WILL NOT DO,39,7586
24268,Mouse Gesture Trails,longvoid,2018-01-31T13:51:45.535Z,94,MOUSE GESTURES,18,2683
24224,True Alphabetical Bookmarks Sorting,luetage,2018-01-31T10:47:46.307Z,83,BOOKMARKS,31,2027
25366,Show icons in context menu,bimlas,2018-02-22T22:30:32.296Z,79,ICONS:CONTEXT MENU,36,2209
27660,Names for Windows,yoxxx,2018-05-26T13:37:21.774Z,79,WINDOWS,39,2755
24139,Choose Fonts for GUI,Pesala,2018-01-31T09:29:35.587Z,77,GUI:FONTS:FONT SIZE,3,1537
24246,Scroll-sync for tiles,bimlas,2018-01-31T11:27:35.759Z,76,TILING:SCROLLING,20,1362
26828,Super Drag and Drop,kaiyo,2018-04-20T23:34:44.422Z,73,DRAGANDDROP,28,2537
24234,Option to Disable the Confirm Download Dialog,Christian.Rauch,2018-01-31T11:00:57.833Z,73,DOWNLOADS,34,3935
24257,Make Sessions Editable,NemoAnonymous,2018-01-31T12:39:43.220Z,72,SESSIONS,9,1696
42397,Profile Icons on Taskbar.,Azenix,2019-11-27T02:21:24.623Z,67,,57,2299
33411,Flatpak support,andrewlucky,2018-12-25T22:46:14.719Z,63,LINUX,84,6031
33411,Flatpak support,andrewlucky,2018-12-25T22:46:14.719Z,63,LINUX,84,6031
25189,Battery Saver Mode,CheVe11e_191,2018-02-18T09:46:57.271Z,63,POWERMANAGEMENT,13,2806
24145,Preserve Custom Modifications Across Upgrades,LonM,2018-01-31T09:33:02.161Z,63,CUSTOMIZE:MODDING,14,1565
25070,Locking Pinned Tabs,spinnekop,2018-02-14T21:38:15.521Z,60,PINNED TABS,29,3294
43572,Media Control Feature like "Media hub" of Chrome,kyu3a,2020-01-20T15:03:54.901Z,55,,20,1112
25059,Ctrl+F Should Toggle Find in Page,torniojaws,2018-02-14T13:24:24.256Z,54,FIND IN PAGE:SHORTCUTS,8,1386
24219,Additional Features for the Extension Icon Container,luetage,2018-01-31T10:41:44.247Z,53,TOOLBAR:CUSTOMIZE:GUI:EXTENSION,12,2400
24396,Drag Text to Tab Bar  Tabs to Search,kurevska_registracia,2018-02-01T10:20:38.629Z,49,SEARCH:DRAGANDDROP,50,3849
24134,Ctrl+Click on Images to Save Them,Pesala,2018-01-31T09:25:45.619Z,49,IMAGE:SHORTCUTS,12,1351
24190,Image Properties as a Dialogue,Pesala,2018-01-31T09:51:35.572Z,48,GUI:IMAGE,11,1384
24582,Save Webpage as PDF,Artex,2018-02-02T17:43:37.835Z,47,PDF:PAGE,35,4481
24462,Built-in Proxy settings,Stardust,2018-02-01T21:11:21.324Z,47,PROXY,19,4015
25746,Session Autosave,Ondrej.Ulman,2018-03-08T10:21:24.310Z,46,SESSIONS:SESSION RESTORE,17,2449
31820,Subtitles in Picture in Picture (PiP),pauloaguia,2018-10-30T14:13:04.223Z,45,MEDIA:VIDEO:PLAYBACK:PIC-IN-PIC,14,1328
24482,Portable Version,Stardust,2018-02-01T23:10:40.342Z,45,PORTABLE:WILL NOT DO,59,12615
24156,Built in Support for UserStyles / UserCSS,LonM,2018-01-31T09:36:22.233Z,45,USERCSS,8,1286
24460,Persistent Page Actions,LonM,2018-02-01T21:04:31.896Z,43,PAGE ACTIONS,19,1150
24137,Open With Context Menu,Pesala,2018-01-31T09:28:31.255Z,43,MENUS:GUI,10,1625
24529,Graphic Tools in Screenshot Feature,dominicw2,2018-02-02T10:54:33.741Z,42,SCREENSHOT:EDIT:TOOLS:SCREEN CAPTURE:WILL NOT DO,33,4390
24673,Autocomplete Root Domain before Subdomain,NemoAnonymous,2018-02-04T14:10:59.585Z,42,AUTOCOMPLETE,7,1515
24349,Option to Disable White Background Behind Favicons,AltCode,2018-01-31T22:47:28.382Z,40,FAVICONS:GUI:CUSTOMIZE,19,2049
46811,Quick Unit Converter (currency  time zone  temp scales  measurements oz  cm  etc),rluik,2020-05-08T22:26:09.028Z,40,,18,682
29011,Browser Fingerprinting protection,dude99,2018-07-27T05:49:39.680Z,39,PRIVACY:SECURITY,13,3331
25266,"Open With" in Download Manager,ahhalai,2018-02-20T09:55:48.828Z,39,DOWNLOADS:DOWNLOADMANAGER,10,1540
26811,Option to Clear Everything on Exit,UpGrade,2018-04-20T14:11:45.417Z,37,PRIVACY,31,3769
24375,Shortcuts and Gestures to Save Images,neltherion,2018-02-01T07:51:25.752Z,37,SHORTCUTS:IMAGE:MOUSE GESTURES,9,2347
24452,Read Aloud Selected Text,Pesala,2018-02-01T20:21:12.206Z,36,READING:VOICE:ACCESSIBILITY,5,1706
26784,Return to Previous Position after Scroll to Top,talkaboom,2018-04-19T07:15:50.997Z,36,NAVIGATION,21,3024
43366,Stop websites from reassigning Vivaldi shortcuts,david.cortes,2020-01-10T08:04:37.690Z,35,,16,606
24734,Stop Video/Audio =  stop buffering,dude99,2018-02-05T17:48:29.643Z,35,VIDEO:AUDIO:MEDIA,4,1433
27631,Inbuilt password manager,luetage,2018-05-24T18:30:03.534Z,35,PRIVACY:PASSWORDS,22,3018
